update_time,Nhiệt độ,Thời tiết,Độ ẩm,Hướng gió,location_id,location
1h  30/01/2026,17°C,Đêm nhiều mây,97,Lặng gió,49,Thời tiết Thục Phán (Cao Bằng)
1h  30/01/2026,19°C,Đêm nhiều mây,88,Lặng gió,50,Thời tiết Minh Xuân (Tuyên Quang)
1h  30/01/2026,20°C,Đêm nhiều mây,93,Lặng gió,51,Thời tiết Phan Đình Phùng (Thái Nguyên)
1h  30/01/2026,18°C,"Nhiều mây, không mưa",96,Lặng gió,52,Thời tiết Bắc Kạn (Thái Nguyên)
1h  30/01/2026,18°C,"Nhiều mây, không mưa",98,Lặng gió,53,Thời tiết Yên Bái (Lào Cai)
1h  30/01/2026,19°C,Đêm có mây,95,Gió đông - tốc độ: 1 m/s,54,Thời tiết Lê Chân (Tp Hải Phòng)
1h  30/01/2026,20°C,Đêm nhiều mây,92,Lặng gió,55,Thời tiết Hải Châu (Tp Đà Nẵng)
1h  30/01/2026,22°C,Đêm nhiều mây,84,Gió tây bắc - tốc độ: 1 m/s,56,Thời tiết Quy Nhơn (Gia Lai)
1h  30/01/2026,24°C,Đêm nhiều mây,81,Gió nam đông nam - tốc độ: 2 m/s,57,Thời tiết Long Châu (Vĩnh Long)
1h  30/01/2026,24°C,Đêm nhiều mây,85,Gió đông - tốc độ: 1 m/s,58,Thời tiết Long Xuyên (An Giang)
1h  30/01/2026,22°C,Đêm nhiều mây,92,Lặng gió,59,Thời tiết Tuy Hòa (Đắk Lắk)
1h  30/01/2026,22°C,Đêm có mây,77,Gió bắc tây bắc - tốc độ: 2 m/s,60,Thời tiết Phan Rang (Khánh Hòa)
1h  30/01/2026,20°C,"Nhiều mây, không mưa",96,Gió bắc tây bắc - tốc độ: 1 m/s,61,Thời tiết Hạc Thành (Thanh Hóa)
1h  30/01/2026,20°C,Đêm nhiều mây,97,Gió tây nam - tốc độ: 1 m/s,62,Thời tiết Tam Kỳ (Tp Đà Nẵng)
1h  30/01/2026,19°C,Đêm có mây,94,Gió bắc - tốc độ: 1 m/s,63,Thời tiết Hạ Long (Quảng Ninh)
1h  30/01/2026,13°C,Đêm nhiều mây,92,Gió tây bắc - tốc độ: 2 m/s,64,Thời tiết Tân Phong (Lai Châu)
